Car_ID,Brand,Model,Year,Fuel_Type_Clean,Transmission_Clean,Engine_CC_Clean,Mileage_Clean,Seating_Capacity_Clean,Service_Cost_Clean,Age,Price_Clean,Battery_Charge_Level,Battery_Specific_Gravity
4788,Maruti Suzuki,Ertiga,2024,Diesel,Automatic,1500,21.6,7,8700.0,1,1387000.0,,
4789,Skoda,Slavia,2019,Petrol,Automatic,1200,20.7,5,15700.0,6,507000.0,,
4790,Kia,Seltos,2016,Diesel,Automatic,2000,27.0,5,5700.0,9,1393000.0,,
4791,Mahindra,XUV300,2021,Diesel,Manual,1500,16.5,5,8200.0,4,1608000.0,,
4792,Volkswagen,Tiguan,2017,Petrol,Automatic,2500,23.8,5,15400.0,8,1917000.0,,
4793,Mahindra,XUV700,2016,Petrol,Manual,1500,28.0,7,23000.0,9,1037000.0,,
4794,Volkswagen,Virtus,2024,Diesel,Automatic,1000,17.9,5,22600.0,1,623000.0,,
4795,Volkswagen,Vento,2017,Petrol,Automatic,2000,10.5,5,12600.0,8,1814000.0,,
4796,Kia,Seltos,2020,Petrol,Manual,1500,26.4,5,23000.0,5,1674000.0,,
4797,Renault,Duster,2021,Diesel,Automatic,800,21.0,5,12800.0,4,346000.0,,
4798,Tata Motors,Harrier,2020,Diesel,Automatic,2500,29.7,5,20200.0,5,1767000.0,,
4799,Honda,Amaze,2021,Electric,Manual,0,22.4,5,6100.0,4,1646000.0,,
4800,Skoda,Kushaq,2015,CNG,Automatic,1500,17.6,5,22400.0,10,1444000.0,,
4801,Renault,Lodgy,2016,Petrol,Automatic,2500,11.3,7,16800.0,9,1124000.0,,
4802,Skoda,Superb,2019,Petrol,Manual,1000,15.7,5,20900.0,6,1925000.0,,
4803,Maruti Suzuki,Dzire,2024,Diesel,Automatic,2000,18.0,5,14800.0,1,2056000.0,,
4804,Hyundai,i20,2022,Petrol,Automatic,1500,14.4,5,23800.0,3,1112000.0,,
4805,Skoda,Superb,2018,CNG,Manual,1500,13.2,5,5700.0,7,893000.0,,
4806,Renault,Lodgy,2024,Petrol,Manual,1800,27.7,7,22500.0,1,2042000.0,,
4807,Mahindra,Scorpio,2018,CNG,Automatic,2500,15.4,7,10800.0,7,1552000.0,,
4808,Honda,WR-V,2019,CNG,Manual,1800,12.6,5,11700.0,6,1611000.0,,
4809,Honda,Civic,2023,CNG,Automatic,1500,28.0,5,24500.0,2,1144000.0,,
4810,Mahindra,XUV300,2018,CNG,Manual,1500,29.6,5,21600.0,7,1112000.0,,
4811,Hyundai,Verna,2021,CNG,Automatic,1200,29.3,5,6000.0,4,780000.0,,
4812,Renault,Kiger,2018,CNG,Manual,800,22.2,5,15800.0,7,1088000.0,,
4813,Skoda,Kushaq,2021,CNG,Automatic,1500,24.5,5,20900.0,4,2378000.0,,
4814,Maruti Suzuki,Dzire,2018,Petrol,Manual,1000,12.9,5,15800.0,7,540000.0,,
4815,Toyota,Innova,2017,Diesel,Manual,1500,22.9,7,18000.0,8,1353000.0,,
4816,Hyundai,i20,2018,Petrol,Automatic,1800,29.1,5,7600.0,7,1492000.0,,
4817,Kia,Sonet,2018,CNG,Manual,1500,12.2,5,11600.0,7,1532000.0,,
4818,Kia,EV6,2018,Electric,Manual,0,22.3,5,16900.0,7,1352000.0,43.8,1.181
4819,Skoda,Kushaq,2018,CNG,Manual,2500,11.4,5,21700.0,7,2232000.0,,
4820,Tata Motors,Punch,2020,Diesel,Automatic,1500,19.5,5,10700.0,5,859000.0,,
4821,Kia,EV6,2020,Electric,Manual,0,18.1,5,5800.0,5,1627000.0,79.9,1.233
4822,Skoda,Slavia,2017,Diesel,Manual,1000,22.3,5,15400.0,8,374000.0,,
4823,Mahindra,Thar,2018,CNG,Manual,1500,10.3,4,21500.0,7,1164000.0,,
4824,Hyundai,i10,2024,CNG,Manual,2000,21.0,5,21400.0,1,2223000.0,,
4825,Skoda,Rapid,2020,Petrol,Automatic,800,16.6,5,12900.0,5,497000.0,,
4826,Kia,Carens,2021,Petrol,Manual,1800,17.3,7,9700.0,4,2115000.0,,
4827,Mahindra,XUV300,2019,CNG,Automatic,1500,29.3,5,21100.0,6,1264000.0,,
4828,Renault,Duster,2019,Petrol,Manual,1200,18.3,5,12600.0,6,347000.0,,
4829,Honda,WR-V,2021,CNG,Manual,1800,17.5,5,7000.0,4,1695000.0,,
4830,Mahindra,XUV300,2024,Diesel,Manual,1500,20.7,5,16200.0,1,2000000.0,,
4831,Toyota,Camry,2019,CNG,Automatic,1800,14.6,5,17300.0,6,1850000.0,,
4832,Hyundai,Venue,2022,Petrol,Manual,800,26.3,5,23300.0,3,410000.0,,
4833,Kia,EV6,2023,Electric,Automatic,0,22.3,5,14500.0,2,2239000.0,100.0,1.265
4834,Mahindra,Thar,2019,Diesel,Automatic,1500,17.0,4,20600.0,6,1597000.0,,
4835,Skoda,Octavia,2021,CNG,Manual,1000,13.3,5,19600.0,4,917000.0,,
4836,Renault,Duster,2019,Diesel,Manual,2000,10.1,5,13200.0,6,1463000.0,,
4837,Hyundai,Verna,2017,Petrol,Manual,1000,15.7,5,20800.0,8,1207000.0,,
4838,Mahindra,XUV300,2016,Diesel,Manual,1500,18.5,5,18500.0,9,1123000.0,,
4839,Volkswagen,Polo,2019,Diesel,Manual,1200,24.1,5,13900.0,6,419000.0,,
4840,Maruti Suzuki,Baleno,2021,Diesel,Automatic,2000,13.8,5,10300.0,4,1623000.0,,
4841,Tata Motors,Altroz,2020,Petrol,Automatic,1500,19.7,5,17700.0,5,851000.0,,
4842,Kia,EV6,2017,Electric,Automatic,0,18.1,5,7100.0,8,1371000.0,39.8,1.176
4843,Maruti Suzuki,Baleno,2023,CNG,Automatic,1500,27.5,5,10900.0,2,860000.0,,
4844,Volkswagen,Taigun,2024,Diesel,Automatic,1500,28.0,5,17100.0,1,2528000.0,,
4845,Maruti Suzuki,WagonR,2021,Diesel,Manual,1000,20.7,5,14100.0,4,335000.0,,
4846,Maruti Suzuki,Swift,2023,Diesel,Manual,1500,23.1,5,22200.0,2,1617000.0,,
4847,Hyundai,i10,2017,Diesel,Manual,1200,21.8,5,6300.0,8,267000.0,,
4848,Skoda,Slavia,2019,Diesel,Automatic,1500,19.3,5,14400.0,6,1053000.0,,
4849,Toyota,Innova,2022,Diesel,Automatic,1800,27.7,7,22400.0,3,2290000.0,,
4850,Tata Motors,Tiago,2016,Petrol,Automatic,1200,12.2,5,25000.0,9,1186000.0,,
4851,Renault,Triber,2024,Petrol,Automatic,1000,28.4,7,10000.0,1,438000.0,,
4852,Renault,Lodgy,2022,CNG,Manual,800,11.1,7,5300.0,3,359000.0,,
4853,Kia,Sonet,2020,Petrol,Automatic,1800,27.9,5,9900.0,5,1990000.0,,
4854,Kia,Carens,2021,CNG,Automatic,1000,14.9,7,12800.0,4,1935000.0,,
4855,Honda,Amaze,2022,Electric,Manual,0,29.8,5,14600.0,3,1897000.0,,
4856,Kia,Carnival,2017,CNG,Manual,1500,14.8,7,18900.0,8,1296000.0,,
4857,Kia,EV6,2023,Electric,Automatic,0,20.0,5,15900.0,2,2432000.0,100.0,1.275
4858,Skoda,Octavia,2015,Diesel,Manual,2000,22.0,5,13800.0,10,1521000.0,,
4859,Skoda,Kushaq,2018,Diesel,Manual,1500,29.4,5,5200.0,7,1594000.0,,
4860,Hyundai,Creta,2023,Diesel,Automatic,2000,12.9,5,13900.0,2,2415000.0,,
4861,Honda,Jazz,2024,Petrol,Manual,1800,12.3,5,16100.0,1,2626000.0,,
4862,Maruti Suzuki,Baleno,2019,CNG,Manual,1500,12.3,5,17700.0,6,1234000.0,,
4863,Skoda,Superb,2022,Diesel,Manual,1200,13.7,5,8800.0,3,1257000.0,,
4864,Hyundai,Venue,2016,CNG,Manual,1800,29.8,5,6300.0,9,991000.0,,
4865,Renault,Lodgy,2018,Petrol,Manual,2500,28.0,7,11200.0,7,1127000.0,,
4866,Kia,Seltos,2020,Diesel,Manual,2000,26.5,5,19900.0,5,1794000.0,,
4867,Honda,Jazz,2017,Petrol,Manual,1200,11.4,5,15000.0,8,342000.0,,
4868,Hyundai,Verna,2019,Diesel,Automatic,1500,22.6,5,9800.0,6,812000.0,,
4869,Hyundai,Verna,2020,Petrol,Manual,1000,24.5,5,11500.0,5,1478000.0,,
4870,Tata Motors,Harrier,2018,Diesel,Automatic,1500,16.8,5,12800.0,7,1269000.0,,
4871,Toyota,Urban Cruiser,2015,CNG,Automatic,2000,20.7,5,19000.0,10,1435000.0,,
4872,Mahindra,XUV300,2018,Diesel,Automatic,1500,29.8,5,24400.0,7,1328000.0,,
4873,Mahindra,XUV700,2017,Petrol,Automatic,2500,12.6,7,16300.0,8,1732000.0,,
4874,Hyundai,i20,2023,Petrol,Manual,1000,16.5,5,11200.0,2,503000.0,,
4875,Skoda,Superb,2020,CNG,Manual,1500,23.3,5,15800.0,5,976000.0,,
4876,Hyundai,i10,2022,CNG,Automatic,1200,16.8,5,14900.0,3,421000.0,,
4877,Mahindra,XUV700,2015,Diesel,Automatic,2000,24.6,7,11200.0,10,1096000.0,,
4878,Mahindra,XUV700,2024,Petrol,Manual,1500,24.7,7,18200.0,1,2152000.0,,
4879,Hyundai,i10,2016,Diesel,Automatic,1500,23.1,5,17800.0,9,630000.0,,
4880,Mahindra,Scorpio,2016,CNG,Automatic,1500,13.9,7,19700.0,9,1090000.0,,
4881,Honda,Civic,2015,CNG,Manual,1000,20.3,5,22200.0,10,458000.0,,
4882,Maruti Suzuki,Swift,2018,Petrol,Automatic,1000,27.1,5,17900.0,7,294000.0,,
4883,Volkswagen,Polo,2015,CNG,Automatic,1500,19.7,5,19100.0,10,1207000.0,,
4884,Tata Motors,Altroz,2018,Petrol,Automatic,1800,16.9,5,16200.0,7,1535000.0,,
4885,Toyota,Camry,2023,CNG,Automatic,1800,22.4,5,20900.0,2,2435000.0,,
4886,Honda,Jazz,2017,Diesel,Manual,1200,22.0,5,10200.0,8,305000.0,,
4887,Hyundai,Venue,2021,CNG,Manual,2000,18.7,5,22400.0,4,1691000.0,,
4888,Honda,Jazz,2024,Diesel,Manual,1000,25.0,5,20200.0,1,546000.0,,
4889,Volkswagen,Vento,2015,CNG,Manual,1000,29.0,5,24500.0,10,242000.0,,
4890,Hyundai,i20,2017,Diesel,Automatic,1200,15.5,5,24500.0,8,348000.0,,
4891,Renault,Triber,2016,Diesel,Automatic,1800,24.9,7,7700.0,9,1052000.0,,
4892,Hyundai,Venue,2023,CNG,Manual,1800,29.8,5,22800.0,2,1851000.0,,
4893,Honda,Civic,2021,CNG,Manual,1000,18.5,5,15400.0,4,1796000.0,,
4894,Kia,Sonet,2019,CNG,Manual,1500,16.1,5,14700.0,6,1576000.0,,
4895,Volkswagen,Polo,2016,CNG,Automatic,2000,12.1,5,12900.0,9,1370000.0,,
4896,Renault,Lodgy,2016,Petrol,Automatic,1200,12.5,7,16600.0,9,288000.0,,
4897,Honda,Civic,2019,Petrol,Automatic,1200,23.8,5,11600.0,6,793000.0,,
4898,Renault,Lodgy,2015,CNG,Manual,2000,19.1,7,10200.0,10,911000.0,,
4899,Kia,EV6,2017,Electric,Manual,0,19.7,5,13100.0,8,1310000.0,30.0,1.162
4900,Maruti Suzuki,Ertiga,2024,CNG,Manual,1500,16.9,7,9800.0,1,1260000.0,,
4901,Renault,Lodgy,2015,Diesel,Manual,800,27.0,7,21000.0,10,185000.0,,
4902,Hyundai,Venue,2023,Petrol,Manual,1200,15.7,5,21700.0,2,544000.0,,
4903,Toyota,Camry,2023,Petrol,Manual,1800,18.0,5,6500.0,2,2497000.0,,
4904,Mahindra,XUV700,2021,Diesel,Manual,1800,16.5,7,10000.0,4,1855000.0,,
4905,Toyota,Fortuner,2018,CNG,Automatic,2000,17.3,7,15000.0,7,1701000.0,,
4906,Renault,Duster,2015,CNG,Manual,1200,19.7,5,18200.0,10,209000.0,,
4907,Maruti Suzuki,Dzire,2024,Diesel,Manual,1800,25.0,5,13000.0,1,1832000.0,,
4908,Kia,Carens,2022,Diesel,Automatic,800,29.0,7,9300.0,3,409000.0,,
4909,Maruti Suzuki,Swift,2015,Petrol,Manual,1000,16.4,5,6400.0,10,213000.0,,
4910,Volkswagen,Polo,2024,Petrol,Manual,800,15.1,5,11700.0,1,578000.0,,
4911,Kia,Carens,2023,CNG,Manual,1000,29.0,7,20200.0,2,2058000.0,,
4912,Skoda,Rapid,2017,Diesel,Automatic,2000,24.7,5,5200.0,8,1676000.0,,
4913,Kia,Carnival,2016,Diesel,Automatic,1500,19.2,7,10100.0,9,1343000.0,,
4914,Kia,Seltos,2017,Diesel,Manual,1500,13.3,5,10100.0,8,1398000.0,,
4915,Tata Motors,Punch,2016,Diesel,Automatic,800,22.5,5,11400.0,9,232000.0,,
4916,Toyota,Camry,2020,CNG,Automatic,1000,27.7,5,18700.0,5,752000.0,,
4917,Maruti Suzuki,Baleno,2023,Petrol,Automatic,2500,23.4,5,23500.0,2,2502000.0,,
4918,Volkswagen,Tiguan,2015,CNG,Manual,2000,12.4,5,10800.0,10,1236000.0,,
4919,Mahindra,XUV700,2020,Petrol,Automatic,1500,12.1,7,7300.0,5,1662000.0,,
4920,Tata Motors,Harrier,2020,Diesel,Automatic,2500,13.7,5,12200.0,5,2122000.0,,
4921,Maruti Suzuki,Dzire,2018,Petrol,Automatic,1000,23.7,5,5900.0,7,1180000.0,,
4922,Renault,Kwid,2018,Diesel,Manual,1200,20.7,5,17200.0,7,298000.0,,
4923,Kia,EV6,2017,Electric,Manual,0,12.8,5,21200.0,8,1377000.0,48.4,1.188
4924,Volkswagen,Taigun,2015,CNG,Manual,2000,17.3,5,23200.0,10,1262000.0,,
4925,Skoda,Superb,2015,Petrol,Automatic,2000,11.4,5,23800.0,10,1896000.0,,
4926,Honda,City,2018,Petrol,Automatic,1000,13.3,5,20500.0,7,1469000.0,,
4927,Mahindra,Scorpio,2021,CNG,Manual,1500,10.6,7,22600.0,4,1735000.0,,
4928,Mahindra,XUV300,2017,Diesel,Automatic,1500,14.7,5,20200.0,8,1325000.0,,
4929,Honda,Civic,2021,Diesel,Manual,1500,12.1,5,6000.0,4,933000.0,,
4930,Skoda,Rapid,2024,Diesel,Manual,1800,25.7,5,19500.0,1,2995000.0,,
4931,Maruti Suzuki,Ertiga,2023,Petrol,Manual,2500,21.1,7,16600.0,2,2377000.0,,
4932,Hyundai,Venue,2024,Petrol,Automatic,1800,17.1,5,11600.0,1,2489000.0,,
4933,Mahindra,XUV300,2021,CNG,Manual,1500,14.5,5,19400.0,4,1596000.0,,
4934,Renault,Duster,2018,Petrol,Automatic,1800,14.6,5,24500.0,7,1457000.0,,
4935,Hyundai,Verna,2019,Petrol,Manual,1800,20.7,5,13300.0,6,1594000.0,,
4936,Volkswagen,Virtus,2022,CNG,Automatic,2000,20.0,5,21400.0,3,2220000.0,,
4937,Hyundai,Creta,2024,Diesel,Manual,1500,25.5,5,22200.0,1,2083000.0,,
4938,Mahindra,Bolero,2016,Diesel,Automatic,1200,20.6,7,16200.0,9,312000.0,,
4939,Tata Motors,Altroz,2022,Diesel,Manual,1500,12.3,5,9100.0,3,1017000.0,,
4940,Kia,EV6,2022,Electric,Manual,0,29.9,5,21200.0,3,1837000.0,72.4,1.221
4941,Volkswagen,Polo,2022,Diesel,Automatic,1200,11.7,5,20500.0,3,610000.0,,
4942,Tata Motors,Nexon,2019,Electric,Automatic,0,12.5,5,12700.0,6,1422000.0,31.9,1.165
4943,Maruti Suzuki,Swift,2024,Petrol,Manual,1200,15.4,5,16700.0,1,495000.0,,
4944,Kia,Sonet,2018,CNG,Manual,2500,28.4,5,13400.0,7,1607000.0,,
4945,Hyundai,Verna,2020,Diesel,Automatic,1000,16.8,5,20100.0,5,848000.0,,
4946,Honda,Amaze,2024,Electric,Manual,0,21.8,5,15400.0,1,2242000.0,,
4947,Toyota,Camry,2024,Diesel,Automatic,2000,14.1,5,15100.0,1,2998000.0,,
4948,Kia,Seltos,2017,Diesel,Automatic,1500,14.3,5,15200.0,8,1418000.0,,
4949,Hyundai,i10,2022,Diesel,Manual,800,26.8,5,16700.0,3,370000.0,,
4950,Maruti Suzuki,WagonR,2022,CNG,Manual,2500,16.8,5,6500.0,3,1510000.0,,
4951,Mahindra,XUV700,2019,CNG,Automatic,2500,16.1,7,5100.0,6,1778000.0,,
4952,Hyundai,i10,2016,CNG,Manual,2000,23.5,5,21400.0,9,1124000.0,,
4953,Hyundai,Creta,2021,CNG,Automatic,1500,27.0,5,16700.0,4,1717000.0,,
4954,Maruti Suzuki,Baleno,2024,Diesel,Automatic,1500,24.7,5,7200.0,1,1020000.0,,
4955,Skoda,Octavia,2018,Petrol,Automatic,1000,11.6,5,21300.0,7,1883000.0,,
4956,Honda,Amaze,2022,Electric,Manual,0,25.1,5,11900.0,3,1790000.0,,
4957,Mahindra,Bolero,2020,Petrol,Automatic,1000,19.4,7,20300.0,5,1576000.0,,
4958,Maruti Suzuki,Ertiga,2021,Petrol,Automatic,2500,17.1,7,18400.0,4,2080000.0,,
4959,Maruti Suzuki,Dzire,2024,Petrol,Automatic,1000,22.7,5,10300.0,1,1879000.0,,
4960,Skoda,Superb,2017,Petrol,Manual,1000,15.9,5,22500.0,8,1628000.0,,
4961,Kia,Carens,2016,Petrol,Automatic,800,21.7,7,6400.0,9,294000.0,,
4962,Kia,Carnival,2018,Diesel,Automatic,1500,11.3,7,20800.0,7,1599000.0,,
4963,Skoda,Slavia,2017,CNG,Manual,1500,14.3,5,22200.0,8,852000.0,,
4964,Skoda,Slavia,2024,CNG,Manual,1800,12.5,5,9400.0,1,2898000.0,,
4965,Volkswagen,Taigun,2016,Diesel,Manual,1500,14.3,5,18400.0,9,1309000.0,,
4966,Kia,Carnival,2024,Diesel,Automatic,1500,10.1,7,22000.0,1,2567000.0,,
4967,Honda,Amaze,2024,Electric,Manual,0,25.3,5,14200.0,1,2069000.0,,
4968,Volkswagen,Polo,2022,Petrol,Manual,1800,24.1,5,5500.0,3,2416000.0,,
4969,Renault,Duster,2015,Petrol,Automatic,2000,27.4,5,6200.0,10,1032000.0,,
4970,Hyundai,i20,2015,Diesel,Manual,800,27.6,5,24400.0,10,229000.0,,
4971,Toyota,Fortuner,2016,Diesel,Manual,1500,14.0,7,8400.0,9,1395000.0,,
4972,Mahindra,XUV300,2022,Petrol,Automatic,1500,17.0,5,10600.0,3,1979000.0,,
4973,Skoda,Rapid,2016,CNG,Automatic,1000,24.4,5,16800.0,9,319000.0,,
4974,Volkswagen,Vento,2024,CNG,Manual,1200,22.2,5,20600.0,1,526000.0,,
4975,Honda,WR-V,2021,Petrol,Manual,1800,19.1,5,13900.0,4,1983000.0,,
4976,Tata Motors,Nexon,2018,Diesel,Manual,800,21.5,5,22600.0,7,263000.0,,
4977,Volkswagen,Polo,2019,CNG,Automatic,1200,19.4,5,11300.0,6,402000.0,,
4978,Skoda,Octavia,2015,Diesel,Automatic,1800,15.8,5,5300.0,10,1495000.0,,
4979,Honda,Civic,2019,CNG,Manual,1000,23.6,5,6700.0,6,1466000.0,,
4980,Toyota,Camry,2023,CNG,Automatic,1000,17.5,5,19000.0,2,945000.0,,
4981,Kia,EV6,2024,Electric,Manual,0,29.9,5,6700.0,1,2157000.0,100.0,1.271
4982,Tata Motors,Altroz,2017,Diesel,Manual,1800,26.1,5,24400.0,8,1231000.0,,
4983,Volkswagen,Taigun,2016,CNG,Automatic,1500,17.7,5,18100.0,9,1219000.0,,
4984,Skoda,Slavia,2022,CNG,Automatic,2000,22.4,5,20000.0,3,2509000.0,,
4985,Mahindra,Thar,2019,Diesel,Automatic,1800,11.0,4,15100.0,6,1660000.0,,
4986,Skoda,Slavia,2019,Petrol,Automatic,1200,28.3,5,20900.0,6,1950000.0,,
4987,Tata Motors,Punch,2017,Diesel,Automatic,1000,23.4,5,6500.0,8,271000.0,,
4988,Honda,Jazz,2019,CNG,Manual,1000,25.6,5,20500.0,6,1482000.0,,
4989,Skoda,Kushaq,2015,Petrol,Manual,1800,12.6,5,19000.0,10,1670000.0,,
4990,Renault,Triber,2019,Diesel,Automatic,800,17.1,7,6900.0,6,318000.0,,
4991,Skoda,Kushaq,2016,CNG,Manual,1500,17.7,5,15200.0,9,1348000.0,,
4992,Skoda,Slavia,2018,CNG,Manual,1000,12.9,5,7200.0,7,369000.0,,
4993,Skoda,Slavia,2021,CNG,Manual,1500,27.5,5,14100.0,4,1028000.0,,
4994,Mahindra,Bolero,2022,Petrol,Automatic,1000,14.9,7,5600.0,3,1924000.0,,
4995,Volkswagen,Vento,2020,CNG,Manual,2000,23.9,5,12400.0,5,1759000.0,,
4996,Renault,Lodgy,2017,Diesel,Manual,1800,27.9,7,24800.0,8,1139000.0,,
4997,Honda,Civic,2020,CNG,Automatic,1000,27.1,5,9100.0,5,1602000.0,,
4998,Renault,Lodgy,2019,Diesel,Automatic,1800,12.3,7,16100.0,6,1580000.0,,
4999,Honda,WR-V,2023,CNG,Manual,1200,15.8,5,12500.0,2,495000.0,,
5000,Honda,Jazz,2019,CNG,Automatic,1000,15.6,5,21400.0,6,1627000.0,,
5001,Kia,Carnival,2018,Petrol,Automatic,1800,21.5,7,14000.0,7,1641000.0,,
5002,Toyota,Glanza,2024,Diesel,Manual,1000,30.0,5,8600.0,1,539000.0,,
5003,Renault,Kiger,2017,CNG,Automatic,800,28.5,5,12200.0,8,195000.0,,
5004,Mahindra,XUV300,2016,Diesel,Automatic,1800,28.1,5,15300.0,9,1177000.0,,
5005,Skoda,Superb,2017,Petrol,Automatic,1500,19.9,5,8100.0,8,1017000.0,,
5006,Maruti Suzuki,Baleno,2021,CNG,Automatic,1500,26.1,5,19600.0,4,1413000.0,,
5007,Volkswagen,Tiguan,2018,CNG,Manual,2000,22.3,5,18300.0,7,1570000.0,,
5008,Toyota,Innova,2024,Diesel,Manual,1500,25.3,7,17300.0,1,2490000.0,,
5009,Renault,Duster,2024,Diesel,Automatic,1800,26.6,5,10000.0,1,2006000.0,,
5010,Renault,Triber,2022,Diesel,Automatic,1200,16.2,7,23300.0,3,430000.0,,
5011,Skoda,Rapid,2021,CNG,Manual,2500,17.6,5,8900.0,4,2618000.0,,
5012,Renault,Lodgy,2024,Diesel,Automatic,1200,23.9,7,15200.0,1,522000.0,,
5013,Renault,Lodgy,2023,Diesel,Automatic,1200,10.0,7,18900.0,2,509000.0,,
5014,Maruti Suzuki,Baleno,2019,Petrol,Manual,1200,15.0,5,14400.0,6,322000.0,,
5015,Hyundai,i10,2015,CNG,Automatic,2000,29.0,5,12300.0,10,998000.0,,
5016,Toyota,Urban Cruiser,2021,Petrol,Automatic,1800,22.7,5,24700.0,4,2383000.0,,
5017,Tata Motors,Altroz,2018,CNG,Automatic,800,12.5,5,7000.0,7,1266000.0,,
5018,Renault,Lodgy,2016,Petrol,Automatic,2500,26.5,7,12000.0,9,1014000.0,,
5019,Hyundai,Creta,2018,Petrol,Automatic,1500,26.0,5,24200.0,7,1433000.0,,
5020,Toyota,Fortuner,2024,CNG,Manual,1500,19.8,7,11800.0,1,2536000.0,,
5021,Honda,WR-V,2016,CNG,Manual,1800,27.6,5,9200.0,9,1065000.0,,
5022,Volkswagen,Tiguan,2015,CNG,Manual,800,16.5,5,6200.0,10,224000.0,,
5023,Skoda,Superb,2015,CNG,Automatic,1000,23.1,5,16000.0,10,570000.0,,
5024,Honda,Amaze,2015,Electric,Manual,0,26.0,5,22500.0,10,1011000.0,,
5025,Maruti Suzuki,Ertiga,2016,Petrol,Automatic,1500,24.5,7,24600.0,9,884000.0,,
5026,Renault,Kwid,2017,Petrol,Manual,800,19.9,5,13800.0,8,243000.0,,
5027,Kia,Sonet,2023,CNG,Automatic,1500,27.7,5,5100.0,2,2071000.0,,
5028,Toyota,Fortuner,2023,CNG,Manual,1500,28.4,7,14000.0,2,2186000.0,,
5029,Skoda,Slavia,2015,CNG,Automatic,2500,25.5,5,17400.0,10,1616000.0,,
5030,Maruti Suzuki,Swift,2017,Diesel,Automatic,1500,10.7,5,7100.0,8,1086000.0,,
5031,Honda,Amaze,2021,Electric,Automatic,0,27.7,5,14600.0,4,1690000.0,,
5032,Honda,City,2020,Petrol,Manual,1000,28.3,5,7100.0,5,763000.0,,
5033,Kia,Carnival,2023,Diesel,Manual,1500,11.2,7,24400.0,2,2456000.0,,
5034,Maruti Suzuki,WagonR,2017,CNG,Manual,2500,11.8,5,23300.0,8,1105000.0,,
5035,Toyota,Glanza,2022,CNG,Manual,1800,16.4,5,6800.0,3,2223000.0,,
5036,Mahindra,Thar,2018,Diesel,Automatic,1500,27.5,4,9100.0,7,1345000.0,,
5037,Maruti Suzuki,Dzire,2015,Petrol,Automatic,1000,13.4,5,7500.0,10,929000.0,,
5038,Hyundai,Venue,2016,Diesel,Automatic,1800,21.2,5,11500.0,9,1245000.0,,
5039,Renault,Triber,2015,CNG,Manual,1800,12.6,7,6500.0,10,904000.0,,
5040,Tata Motors,Punch,2023,Diesel,Manual,1000,12.0,5,17600.0,2,470000.0,,
5041,Volkswagen,Tiguan,2022,CNG,Automatic,2000,19.5,5,17000.0,3,2291000.0,,
5042,Renault,Kiger,2016,Diesel,Manual,1800,23.6,5,12600.0,9,992000.0,,
5043,Hyundai,i20,2023,Petrol,Automatic,1200,13.9,5,12500.0,2,2130000.0,,
5044,Volkswagen,Vento,2024,Diesel,Automatic,2000,20.8,5,23900.0,1,3007000.0,,
5045,Toyota,Innova,2016,CNG,Manual,2500,19.1,7,13500.0,9,1481000.0,,
5046,Volkswagen,Tiguan,2022,Diesel,Automatic,2500,13.2,5,6900.0,3,2989000.0,,
5047,Honda,Amaze,2018,Electric,Automatic,0,17.3,5,5900.0,7,1353000.0,,
5048,Maruti Suzuki,WagonR,2017,CNG,Manual,2500,10.4,5,14900.0,8,1053000.0,,
5049,Mahindra,Scorpio,2017,CNG,Manual,1500,14.9,7,8100.0,8,1210000.0,,
5050,Tata Motors,Tiago,2020,Diesel,Manual,2500,21.8,5,8500.0,5,1878000.0,,
5051,Toyota,Fortuner,2024,Diesel,Manual,1500,26.0,7,20900.0,1,2518000.0,,
5052,Mahindra,Thar,2023,Petrol,Automatic,2500,11.3,4,19700.0,2,2981000.0,,
5053,Hyundai,i20,2023,Diesel,Manual,1000,13.6,5,19500.0,2,476000.0,,
5054,Hyundai,i20,2020,Diesel,Automatic,1200,21.5,5,13600.0,5,404000.0,,
5055,Hyundai,Verna,2019,Petrol,Automatic,1000,24.9,5,21800.0,6,710000.0,,
5056,Kia,EV6,2021,Electric,Manual,0,19.4,5,17700.0,4,1788000.0,73.8,1.223
5057,Maruti Suzuki,Dzire,2016,CNG,Automatic,2000,13.6,5,10100.0,9,1018000.0,,
5058,Renault,Lodgy,2015,Petrol,Automatic,2000,11.5,7,24100.0,10,1176000.0,,
5059,Renault,Duster,2021,Petrol,Automatic,800,20.0,5,13000.0,4,1557000.0,,
5060,Renault,Triber,2021,Diesel,Manual,1500,19.6,7,6400.0,4,777000.0,,
5061,Kia,Sonet,2023,Petrol,Automatic,800,23.8,5,18400.0,2,504000.0,,
5062,Volkswagen,Vento,2021,CNG,Manual,2500,19.8,5,10800.0,4,2376000.0,,
5063,Mahindra,XUV700,2015,CNG,Manual,1500,21.2,7,14300.0,10,893000.0,,
5064,Toyota,Innova,2023,Diesel,Manual,2500,12.5,7,7400.0,2,3006000.0,,
5065,Skoda,Slavia,2022,CNG,Manual,1500,11.0,5,5200.0,3,1223000.0,,
5066,Skoda,Octavia,2018,Diesel,Manual,1000,14.5,5,13200.0,7,841000.0,,
5067,Honda,Civic,2022,Diesel,Manual,1000,27.5,5,24000.0,3,914000.0,,
5068,Toyota,Urban Cruiser,2016,CNG,Automatic,1200,22.7,5,19100.0,9,321000.0,,
